Id,Label,timeset,fonction,cluster,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,stat_inf_class
aves_aa_4R_auth_0774,"gemersheim, von, laurentz",,personne,,5,5,8,0.204145,0.228381,214.073125,10
aves_aa_4R_auth_0775,"villinger, erhart",,personne,1.0,4,4,7,0.225487,0.244861,2410.724538,14
aves_aa_4R_auth_0776,"duntzenheim, von, symont",,personne,,2,2,7,0.209337,0.225817,25.78994,10
aves_aa_4R_auth_0777,"hug, burkhart",,personne,,2,2,8,0.198887,0.216417,37.472114,10
aves_aa_4R_auth_0778,"weldel, johanns",,personne,,1,1,8,0.196082,0.210489,0,10
aves_aa_4R_auth_0779,"meiger, johanns",,personne,,1,1,8,0.196082,0.210489,0,10
aves_aa_4R_auth_0780,"berlin, johanns",,personne,,6,6,7,0.214433,0.23946,1894.443089,10
aves_aa_4R_auth_0781,"renner, claus",,personne,,3,3,7,0.21089,0.229788,417.03902,10
aves_aa_4R_auth_0782,"zabern, von, ulrich",,personne,,2,2,7,0.207807,0.223566,10.252616,10
aves_aa_4R_auth_0783,"ammeister, lienhart",,personne,,6,6,7,0.213992,0.238487,637.890467,10
aves_aa_4R_auth_0784,"wolffach, konrat",,personne,,2,2,7,0.207807,0.223566,10.252616,10
aves_aa_4R_auth_0785,"hüss, jerge",,personne,,1,1,7,0.205757,0.219249,0,10
aves_aa_4R_auth_0786,"sivester, johanns",,personne,,2,2,7,0.207807,0.223566,10.252616,10
aves_aa_4R_auth_0787,"müge, jacob",,personne,,5,5,7,0.209057,0.232479,3184.62649,10
aves_aa_4R_auth_0788,"westhoffen, claus",,personne,,2,2,7,0.203349,0.219464,55.748274,10
aves_aa_4R_auth_0789,"grewalt, michel",,personne,,1,1,7,0.200032,0.213157,0,10
aves_aa_4R_auth_0790,"raubel, martin",,personne,,2,2,7,0.203349,0.219464,55.748274,10
aves_aa_4R_auth_0791,"pfeffinger, bernhart",,personne,,2,2,8,0.189545,0.206726,9.094062,10
aves_aa_4R_auth_0792,"slapp, johanns",,personne,,3,3,8,0.194921,0.215479,77.075426,10
aves_aa_4R_auth_0793,"kochersberg, erhart",,personne,,1,1,8,0.181937,0.19606,0,10
aves_aa_4R_auth_0794,"reck, diebolt",,personne,,1,1,8,0.181937,0.19606,0,10
aves_aa_4R_auth_0795,"burkhart, johanns",,personne,,6,6,8,0.199077,0.226112,533.87476,10
aves_aa_4R_auth_0796,"rebestock, fritsch",,personne,,2,2,8,0.189545,0.206726,9.094062,10
aves_aa_4R_auth_0797,"scholle, johanns",,personne,,2,2,8,0.189545,0.206726,9.094062,10
aves_aa_4R_auth_0798,"andlau, von, peter",,personne,,2,2,8,0.189718,0.206966,5.113207,10
aves_aa_4R_auth_0799,"duntzenheim, claus",,personne,,2,2,8,0.189718,0.206966,5.113207,10
aves_aa_4R_auth_0800,"hungerstein, konrat",,personne,,3,3,8,0.191577,0.211682,148.113346,10
aves_aa_4R_auth_0801,"vogelsberg, bechtolt",,personne,,5,5,8,0.194375,0.219329,291.350821,10
aves_aa_4R_auth_0802,"peter, mathis, sankt-arbogast, von",,personne,,2,2,8,0.189718,0.206966,5.113207,10
aves_aa_4R_auth_0803,"meiger, johanns",,personne,,2,2,8,0.189775,0.206766,7.045574,10
aves_aa_4R_auth_0804,"ersam, claus",,personne,,4,4,8,0.194255,0.215982,180.836656,10
aves_aa_4R_auth_0805,"molsheim, von, peter",,personne,,2,2,8,0.189775,0.206766,7.045574,10
aves_aa_4R_auth_0806,"riffe, johanns, der junge",,personne,,2,2,8,0.191754,0.209242,10.713432,10
aves_aa_4R_auth_0807,"brun, claus",,personne,,4,4,8,0.193593,0.215117,165.707303,10
aves_aa_4R_auth_0808,"schott, heinrich",,personne,,7,7,8,0.195897,0.223711,1577.153516,10
aves_aa_4R_auth_0809,"büre, von, oberlin",,personne,,4,4,8,0.194074,0.216716,257.038155,10
aves_aa_4R_auth_0810,"mennichin, johanns",,personne,,2,2,8,0.191754,0.209242,10.713432,10
aves_aa_4R_auth_0811,"ducheler, johanns",,personne,,5,5,8,0.194496,0.218448,432.20694,10
aves_aa_4R_auth_0812,"ruhlmann, johanns",,personne,,2,2,8,0.191754,0.209242,10.713432,10
aves_aa_4R_auth_0813,"armbruster, konrat",,personne,,3,3,8,0.194074,0.214782,75.736893,10
aves_aa_4R_auth_0814,"seebott, ulrich",,personne,,3,3,8,0.192877,0.212386,83.874556,10
aves_aa_4R_auth_0815,"trüchtersheim, von, johanns",,personne,,7,7,8,0.195347,0.222005,3085.571246,10
aves_aa_4R_auth_0816,"wachenheimer, peter",,personne,,2,2,8,0.19676,0.215018,23.927716,10
aves_aa_4R_auth_0817,"ulrich, wilhelm",,personne,,1,1,8,0.190701,0.205498,0,10
aves_aa_4R_auth_0818,"seelig, khurin",,personne,,2,2,8,0.19676,0.215018,23.927716,10
aves_aa_4R_auth_0819,"scholle, konrat",,personne,,2,2,8,0.19676,0.215018,23.927716,10
aves_aa_4R_auth_0820,"rottweil, von, johanns-erhart",,personne,,6,6,8,0.195286,0.220663,503.882107,10
aves_aa_4R_auth_0821,"hohenburg, von, götze",,personne,,2,2,8,0.191577,0.20886,9.590569,10
aves_aa_4R_auth_0822,"frankfurt, von, johanns",,personne,,2,2,8,0.191577,0.20886,9.590569,10
aves_aa_4R_auth_0823,"müller, heinrich",,personne,,2,2,8,0.191577,0.20886,9.590569,10
aves_aa_4R_auth_0824,"wehel, johanns",,personne,,1,1,8,0.189718,0.20433,0,10
aves_aa_4R_auth_0825,"gisebrecht, erhart",,personne,,3,3,8,0.192225,0.211391,113.941137,10
aves_aa_4R_auth_0826,"bülle, johanns",,personne,,4,4,8,0.193115,0.214495,159.5077,10
aves_aa_4R_auth_0827,"rohrbosch, johanns",,personne,,3,3,8,0.192225,0.211391,113.941137,10
aves_aa_4R_auth_0828,"wile, von, konrat",,personne,,2,2,8,0.191577,0.20886,9.590569,10
aves_aa_4R_auth_0829,"morsmünster, von, peter",,personne,,2,2,8,0.191577,0.20886,9.590569,10
aves_aa_4R_auth_0830,"waldener, johanns",,personne,,10,10,8,0.199776,0.232321,4233.069471,10
aves_aa_4R_auth_0831,"dahlheim, anthenie",,personne,,2,2,8,0.190353,0.208217,12.204678,10
aves_aa_4R_auth_0832,"beger, johanns",,personne,,2,2,8,0.190353,0.208217,12.204678,10
aves_aa_4R_auth_0833,"schwencker, heinrich",,personne,,2,2,8,0.190353,0.208217,12.204678,10
aves_aa_4R_auth_0834,"morsmünster, von, gangolff",,personne,,4,4,8,0.196205,0.218932,240.269052,10
aves_aa_4R_auth_0835,"happmacher, andres",,personne,,4,4,8,0.185553,0.20819,109.523114,10
aves_aa_4R_auth_0836,"burggraf, wirich",,personne,,2,2,9,0.176148,0.195617,5.064939,10
aves_aa_4R_auth_0837,"rebestock, marx",,personne,,5,5,9,0.178307,0.205209,446.616452,10
aves_aa_4R_auth_0838,"mornhinweg, johanns",,personne,,2,2,9,0.176148,0.195617,5.064939,10
aves_aa_4R_auth_0839,"hohenburg, von, götze",,personne,,5,5,8,0.188631,0.212787,272.419921,10
aves_aa_4R_auth_0840,"trüchtersheim, von, ruhlemann",,personne,,4,4,8,0.187781,0.209456,95.501476,10
aves_aa_4R_auth_0841,"meiger, jacob",,personne,,1,1,9,0.174137,0.190448,0,10
aves_aa_4R_auth_0842,"flöss, johanns",,personne,,2,2,9,0.174818,0.193392,8.414862,10
aves_aa_4R_auth_0843,"trense, andres",,personne,,6,6,8,0.193773,0.219019,1274.02059,10
aves_aa_4R_auth_0844,"duntzenheim, von, konrat",,personne,,2,2,9,0.168871,0.187649,5.18387,10
aves_aa_4R_auth_0845,"armbruster, obrecht",,personne,,7,7,9,0.171699,0.201505,433.168611,10
aves_aa_4R_auth_0846,"pfarrer, heinrich",,personne,,2,2,9,0.168871,0.187649,5.18387,10
aves_aa_4R_auth_0847,"vendenheim, laurentz",,personne,,4,4,8,0.182788,0.204092,150.07603,10
aves_aa_4R_auth_0848,"esslinger, matheus",,personne,,4,4,9,0.170065,0.193511,82.339923,10
aves_aa_4R_auth_0849,"ulrich, claus",,personne,,6,6,8,0.192225,0.216316,515.537312,10
aves_aa_4R_auth_0850,"jerger, johanns",,personne,,2,2,8,0.181094,0.197707,14.803685,10
aves_aa_4R_auth_0851,"wisebach, jacob",,personne,,7,7,8,0.184404,0.211669,1328.610203,10
aves_aa_4R_auth_0852,"armbruster, konrat",,personne,,2,2,9,0.166978,0.186368,11.33072,10
aves_aa_4R_auth_0853,"trachenfeils, lienhart",,personne,,7,7,8,0.193354,0.219872,1300.500347,10
aves_aa_4R_auth_0854,"storck, konrat",,personne,,4,4,8,0.182574,0.203875,185.425675,10
aves_aa_4R_auth_0855,"württemberg, johanns",,personne,,2,2,8,0.181094,0.197707,14.803685,10
aves_aa_4R_auth_0856,"fallwehenne, konrat",,personne,,2,2,8,0.181094,0.197707,14.803685,10
aves_aa_4R_auth_0857,"meiger, johanns",,personne,,2,2,8,0.181147,0.197813,6.071727,10
aves_aa_4R_auth_0858,"renner, peter",,personne,,2,2,8,0.181147,0.197813,6.071727,10
aves_aa_4R_auth_0859,"pfutzer, claus",,personne,,2,2,8,0.181147,0.197813,6.071727,10
aves_aa_4R_auth_0860,"hug, peter",,personne,,2,2,8,0.181147,0.197813,6.071727,10
aves_aa_4R_auth_0861,"dolde, blesin",,personne,,4,4,8,0.181357,0.202562,151.099858,10
aves_aa_4R_auth_0862,"bechtolt, claus",,personne,,2,2,8,0.179793,0.196127,9.05608,10
aves_aa_4R_auth_0863,"vetter, claus",,personne,,2,2,8,0.179793,0.196127,9.05608,10
aves_aa_4R_auth_0864,"rörich, johanns",,personne,,2,2,8,0.179793,0.196127,9.05608,10
aves_aa_4R_auth_0865,"dachstein, von, johanns",,personne,,2,2,8,0.179793,0.196127,9.05608,10
aves_aa_4R_auth_0866,"lötschel, claus",,personne,,4,4,8,0.181357,0.202562,151.099858,10
aves_aa_4R_auth_0867,"jerger, claus",,personne,,6,6,8,0.182628,0.208024,388.435287,10
aves_aa_4R_auth_0868,"rotschilt, stefan",,personne,,5,5,9,0.168826,0.195374,171.910426,10
aves_aa_4R_auth_0869,"burnherr, arbogast",,personne,,2,2,9,0.166844,0.185582,5.044988,10
aves_aa_4R_auth_0870,"volk, diebolt",,personne,,2,2,9,0.166844,0.185582,5.044988,10
aves_aa_4R_auth_0871,"müge, florentz",,personne,,2,2,8,0.184079,0.20072,21.295883,10
aves_aa_4R_auth_0872,"frank, johanns",,personne,,4,4,9,0.168145,0.192044,101.888699,10
aves_aa_4R_auth_0873,"friedrich, blesin",,personne,,1,1,9,0.166047,0.182238,0,10
aves_aa_4R_auth_0874,"happmacher, andres",,personne,,4,4,8,0.185553,0.207009,650.905111,10
aves_aa_4R_auth_0875,"brümath, von, johanns",,personne,,2,2,8,0.183916,0.200347,3.734183,10
aves_aa_4R_auth_0876,"rummeler, florentz",,personne,,5,5,8,0.185884,0.208541,601.282864,10
aves_aa_4R_auth_0877,"pfutzer, mattern",,personne,,4,4,8,0.185278,0.206009,302.986905,10
aves_aa_4R_auth_0878,"missbach, johanns",,personne,,4,4,8,0.185333,0.206209,1175.896297,10
aves_aa_4R_auth_0879,"dietrich, michel",,personne,,4,4,8,0.190643,0.211147,293.085026,10
aves_aa_4R_auth_0880,"krebs, peter",,personne,,2,2,8,0.183916,0.200347,3.734183,10
aves_aa_4R_auth_0881,"minner, veltin",,personne,,3,3,8,0.184459,0.203665,461.436655,10
aves_aa_4R_auth_0882,"gerbot, jacob",,personne,,4,4,8,0.185443,0.206796,560.926405,10
aves_aa_4R_auth_0883,"trachenfeils, andres",,personne,,4,4,8,0.185443,0.206116,186.570949,10
aves_aa_4R_auth_0884,"hannemann, johanns",,personne,,1,1,8,0.182948,0.197017,0,10
aves_aa_4R_auth_0885,"heinrich, johanns",,personne,,2,2,8,0.183808,0.200134,31.323586,10
aves_aa_4R_auth_0886,"bilger, johanns",,personne,,4,4,8,0.185278,0.206103,595.307193,10
aves_aa_4R_auth_0887,"ingolt, heinrich",,personne,,2,2,9,0.166534,0.185036,8.302983,10
aves_aa_4R_auth_0888,"hohenburg, von, jerge",,personne,,2,2,9,0.166534,0.185036,8.302983,10
aves_aa_4R_auth_0889,"krug, claus",,personne,,3,3,9,0.167246,0.188567,44.481396,10
aves_aa_4R_auth_0890,"meiger, lexius",,personne,,3,3,9,0.166047,0.187463,91.613206,10
aves_aa_4R_auth_0891,"ebel, jerge",,personne,,2,2,9,0.166534,0.185036,8.302983,10
aves_aa_4R_auth_0892,"wangen, von, konrat",,personne,,2,2,9,0.166534,0.185036,8.302983,10
aves_aa_4R_auth_0893,"müseler, peter",,personne,,4,4,8,0.180415,0.201163,262.83851,10
aves_aa_4R_auth_0894,"wurm, jacob",,personne,,3,3,9,0.163188,0.183691,74.949535,10
aves_aa_4R_auth_0895,"wolff, lienhart",,personne,,2,2,9,0.166047,0.184183,7.600023,10
aves_aa_4R_auth_0896,"frank, johanns",,personne,,4,4,8,0.180415,0.201163,262.83851,10
aves_aa_4R_auth_0897,"freiburg, von, jost",,personne,,4,4,8,0.180415,0.201163,262.83851,10
aves_aa_4R_auth_0898,"martin, wein-und-brot",,personne,,2,2,9,0.166047,0.184183,7.600023,10
aves_aa_4R_auth_0899,"grimmel, kühne",,personne,,2,2,9,0.166047,0.184183,7.600023,10
aves_aa_4R_auth_0900,"heil, peter",,personne,,2,2,9,0.166047,0.184183,7.600023,10
aves_aa_4R_auth_0901,"rottweil, von, johanns-wilhelm",,personne,,2,2,9,0.16517,0.183493,9.563635,10
aves_aa_4R_auth_0902,"hochstett, von, johanns",,personne,,1,1,9,0.164001,0.179562,0,10
aves_aa_4R_auth_0903,"löwe, konrat",,personne,,3,3,9,0.165871,0.186663,34.647753,10
aves_aa_4R_auth_0904,"russer, johanns",,personne,,3,3,9,0.165871,0.186663,34.647753,10
aves_aa_4R_auth_0905,"strubel, symont",,personne,,2,2,9,0.16517,0.183493,9.563635,10
aves_aa_4R_auth_0906,"konrat, johanns",,personne,,4,4,9,0.165389,0.187985,121.574853,10
aves_aa_4R_auth_0907,"stösser, johanns",,personne,,2,2,9,0.163915,0.181777,6.209347,10
aves_aa_4R_auth_0908,"merckel, jost",,personne,,2,2,9,0.163915,0.181777,6.209347,10
aves_aa_4R_auth_0909,"wolff, claus",,personne,,2,2,9,0.163915,0.181777,6.209347,10
aves_aa_4R_auth_0910,"ingolt, johanns",,personne,,2,2,8,0.17851,0.194528,31.33353,10
aves_aa_4R_auth_0911,"wernlin, claus",,personne,,2,2,8,0.17851,0.194528,31.33353,10
aves_aa_4R_auth_0912,"wingersheim, diebolt",,personne,,3,3,8,0.179793,0.198831,145.132378,10
aves_aa_4R_auth_0913,"slapp, bernhart",,personne,,2,2,8,0.17851,0.194528,31.33353,10
aves_aa_4R_auth_0914,"betscholt, diebolt",,personne,,2,2,8,0.174477,0.188447,84.420172,10
aves_aa_4R_auth_0915,"seebott, lamprecht",,personne,,1,1,8,0.173895,0.185716,0,10
aves_aa_4R_auth_0916,"hungerstein, johanns",,personne,,2,2,8,0.174477,0.188447,84.420172,10
aves_aa_4R_auth_0917,"hüseler, rudolff",,personne,,2,2,8,0.174477,0.188447,84.420172,10
aves_aa_4R_auth_0918,"kupfer, johanns",,personne,,2,2,8,0.174477,0.188447,84.420172,10
aves_aa_4R_auth_0919,"riffe, jeronimus",,personne,,2,2,9,0.158154,0.174709,12.992405,10
aves_aa_4R_auth_0920,"küller, jacob",,personne,,2,2,9,0.158154,0.174709,12.992405,10
aves_aa_4R_auth_0921,"molsheim, von, jacob",,personne,,2,2,9,0.158154,0.174709,12.992405,10
aves_aa_4R_auth_0922,"büre, von, oberlin",,personne,,2,2,9,0.158154,0.174709,12.992405,10
aves_aa_4R_auth_0923,"kornman, thoman",,personne,,2,2,9,0.158154,0.174709,12.992405,10
aves_aa_4R_auth_0924,"lume, konrat",,personne,,2,2,9,0.158154,0.174709,12.992405,10
aves_aa_4R_auth_0925,"schwende, johanns, der junge",,personne,,2,2,9,0.158154,0.174709,12.992405,10
aves_aa_4R_auth_0926,"schwende, johanns, der junge",,personne,,1,1,9,0.154406,0.16747,0,10
aves_aa_4R_auth_0927,"rüttel, jerge",,personne,,2,2,9,0.155985,0.173075,11.44263,10
aves_aa_4R_auth_0928,"arge, peter",,personne,,2,2,9,0.155985,0.173075,11.44263,10
aves_aa_4R_auth_0929,"riffe, jerge",,personne,,2,2,9,0.155985,0.173075,11.44263,10
aves_aa_4R_auth_0930,"schultheiss, martin, wein-und-brot",,personne,,1,1,10,0.146213,0.16076,0,10
aves_aa_4R_auth_0931,"arbogast, johanns-claus",,personne,,1,1,9,0.155442,0.17017,0,10
aves_aa_4R_auth_0932,"barpfennig, bartholomeus",,personne,,1,1,8,0.185663,0.196802,0,9
aves_aa_4R_auth_0933,"renner, johanns, der junge",,personne,1.0,3,3,6,0.244718,0.261258,214.02913,7
aves_aa_4R_auth_0934,"koch, johanns, der junge",,personne,0.0,3,3,6,0.238286,0.25457,385.149813,14
aves_aa_4R_auth_0935,"wissemburg, johanns",,personne,0.0,2,2,8,0.206231,0.220379,0.888889,4
aves_aa_4R_auth_0936,"merckel, küntz",,personne,0.0,2,2,8,0.206231,0.220379,0.888889,4
aves_aa_4R_auth_0937,"jude, heintz",,personne,0.0,2,2,8,0.206231,0.220379,0.888889,4
aves_aa_4R_auth_0938,"zinsmeister, der",,personne,0.0,2,2,8,0.206231,0.220379,0.888889,4
aves_aa_4R_auth_0939,"rebe, lauwel",,personne,0.0,2,2,8,0.206231,0.220379,155.375,4
aves_aa_4R_auth_0940,"schaffner, johanns",,personne,0.0,2,2,8,0.206231,0.220379,155.375,4
aves_aa_4R_auth_0941,"schultheiss, pantheleon",,personne,0.0,2,2,8,0.206231,0.220379,155.375,4
aves_aa_4R_auth_0942,"erbe, lauwel",,personne,0.0,2,2,8,0.206231,0.220379,155.375,4
aves_aa_4R_auth_0943,"rebe, johanns",,personne,0.0,2,2,8,0.206231,0.220379,155.375,4
aves_aa_4R_auth_0944,"kühne,",,personne,0.0,2,2,8,0.206231,0.220379,155.375,4
aves_aa_4R_auth_0945,"kühne, johanns",,personne,0.0,2,2,8,0.206231,0.220379,155.375,4
aves_aa_4R_auth_0946,"lise, heinrich",,personne,0.0,2,2,8,0.206231,0.220379,155.375,4
aves_aa_4R_auth_0947,"weiss, peter",,personne,0.0,2,2,8,0.206231,0.220379,416,4
aves_aa_4R_auth_0948,"dietrich, diebolt",,personne,0.0,2,2,8,0.206231,0.220379,416,4
aves_aa_4R_auth_0949,"jäger, johanns",,personne,0.0,2,2,8,0.206231,0.220379,416,4
aves_aa_4R_auth_0950,"hirse, heintz",,personne,0.0,2,2,8,0.206231,0.220379,1250,4
aves_aa_4R_auth_0951,"scholle, bernhart",,personne,0.0,2,2,8,0.20315,0.216647,0.04,14
aves_aa_4R_auth_0952,"säckingen, von, friedel",,personne,0.0,2,2,8,0.20315,0.216647,0.04,14
aves_aa_4R_auth_0953,"wurant, claus",,personne,0.0,2,2,8,0.20315,0.216647,0.04,14
aves_aa_4R_auth_0954,"mentzer, johanns",,personne,0.0,2,2,8,0.20315,0.216647,0.04,14
aves_aa_4R_auth_0955,"köln, von, peter",,personne,0.0,2,2,8,0.20315,0.216647,0.04,14
aves_aa_4R_auth_0956,"ofentürer, peter",,personne,0.0,2,2,8,0.20315,0.216647,0.04,14
aves_aa_4R_auth_0957,"dundenheim, johanns",,personne,0.0,2,2,8,0.20315,0.216647,0.04,14
aves_aa_4R_auth_0958,"dundenheim, peter",,personne,0.0,2,2,8,0.20315,0.216647,0.04,14
aves_aa_4R_auth_0959,"marlenheim, von, diebolt",,personne,0.0,2,2,8,0.20315,0.216647,0.04,14
aves_aa_4R_auth_0960,"volmar, jacob",,personne,0.0,2,2,8,0.200738,0.212524,0.076923,6
aves_aa_4R_auth_0961,"müseler, heinrich",,personne,0.0,2,2,8,0.200738,0.212524,0.076923,6
aves_aa_4R_auth_0962,"lugerlin, claus",,personne,0.0,2,2,8,0.200738,0.212524,0.076923,6
aves_aa_4R_auth_0963,"ackerfuss, claus",,personne,0.0,2,2,8,0.184895,0.195682,0.090909,5
aves_aa_4R_auth_0964,"dossenheim, claus",,personne,0.0,2,2,8,0.184895,0.195682,0.090909,5
aves_aa_4R_auth_0965,"stocker, heinrich",,personne,0.0,2,2,8,0.184895,0.195682,0.090909,5
aves_aa_4R_auth_0966,"molsheim, von, adam",,personne,0.0,2,2,8,0.184895,0.195682,0.090909,5
aves_aa_4R_auth_0967,"schaeffoltzheim, von, wilhelm",,personne,0.0,2,2,8,0.184895,0.195682,0.090909,5
aves_aa_4R_auth_0968,"hürtigheim, von, fritsch",,personne,0.0,2,2,8,0.184895,0.195682,0.090909,5
aves_aa_4R_auth_0969,"düringer, kühne, der alte",,personne,0.0,1,1,8,0.185663,0.196802,0,9
aves_aa_4R_auth_0970,"düringer, kühne, der junge",,personne,0.0,1,1,8,0.185663,0.196802,0,9
aves_aa_4R_auth_0971,"wantzen, von, jacob",,personne,0.0,1,1,8,0.185663,0.196802,0,9
aves_aa_4R_auth_0972,"odratzheim, johanns",,personne,0.0,1,1,8,0.185663,0.196802,0,9
aves_aa_4R_auth_0973,"steinbach, johanns",,personne,0.0,1,1,8,0.185663,0.196802,0,9
aves_aa_4R_auth_0974,"weber, claus",,personne,0.0,1,1,8,0.185663,0.196802,0,9
aves_aa_4R_auth_0975,"rohr, von, claus",,personne,0.0,1,1,8,0.185663,0.196802,0,9
aves_aa_4R_auth_0976,"gunther, johanns",,personne,0.0,1,1,8,0.196389,0.207374,0,1
aves_aa_4R_auth_0977,"metziger, peter",,personne,0.0,1,1,8,0.196389,0.207374,0,1
aves_aa_4R_auth_0978,"willekin, florentz",,personne,0.0,1,1,8,0.199331,0.210646,0,8
aves_aa_4R_auth_0979,"hell, veltin",,personne,0.0,1,1,8,0.199331,0.210646,0,8
aves_aa_4R_auth_0980,"kreuznach, von, johanns",,personne,0.0,1,1,8,0.199331,0.210646,0,8
aves_aa_4R_auth_0981,"lehmann, heinrich",,personne,0.0,1,1,8,0.199331,0.210646,0,8
aves_aa_4R_auth_0982,"kannengiesser, claus",,personne,0.0,1,1,8,0.199331,0.210646,0,8
aves_aa_4R_auth_0983,"mertz, krutenau, in",,personne,0.0,1,1,8,0.199331,0.210646,0,8
aves_aa_4R_auth_0984,"anshelm, jerge",,personne,0.0,2,2,8,0.185884,0.197871,7.334488,2
aves_aa_4R_auth_0985,"neuwiller, johanns",,personne,0.0,2,2,8,0.185884,0.197871,7.334488,2
aves_aa_4R_auth_0986,"schlettstadt, von, johanns",,personne,0.0,2,2,8,0.185884,0.197871,7.334488,2
aves_aa_4R_auth_0987,"arge, peter",,personne,0.0,2,2,8,0.185884,0.197871,7.334488,2
aves_aa_4R_auth_0988,"klein, johanns",,personne,0.0,2,2,8,0.185884,0.197871,7.334488,2
aves_aa_4R_auth_0989,"hirtz,",,personne,0.0,2,2,8,0.185884,0.197871,2.966517,2
aves_aa_4R_auth_0990,"mentz, von, claus",,personne,0.0,2,2,8,0.185884,0.197871,2.966517,2
aves_aa_4R_auth_0991,"molsheim, von, johanns",,personne,0.0,2,2,8,0.185884,0.197871,2.966517,2
aves_aa_4R_auth_0992,"glaser, ulrich",,personne,0.0,2,2,8,0.185884,0.197871,2.966517,2
aves_aa_4R_auth_0993,"glaser, herzog",,personne,0.0,2,2,8,0.185884,0.197871,2.966517,2
aves_aa_4R_auth_0994,"happmacher, fritsch",,personne,0.0,1,1,8,0.200224,0.211713,0,8
aves_aa_4R_auth_0995,"molsheim, von, adam",,personne,0.0,1,1,8,0.200224,0.211713,0,8
aves_aa_4R_auth_0996,"küntz, tröschen, zum",,personne,0.0,1,1,8,0.200224,0.211713,0,8
aves_aa_4R_auth_0997,"sporer, johanns",,personne,0.0,1,1,8,0.200224,0.211713,0,8
aves_aa_4R_auth_0998,"waldener, jacob",,personne,0.0,1,1,8,0.200224,0.211713,0,8
aves_aa_4R_auth_0999,gilge,,personne,0.0,1,1,8,0.200224,0.211713,0,8
aves_aa_4R_auth_1000,"genf, von, johanns",,personne,0.0,1,1,8,0.188688,0.199677,0,9
aves_aa_4R_auth_1001,"rosegart, heinrich",,personne,0.0,1,1,8,0.188688,0.199677,0,9
aves_aa_4R_auth_1002,"ehenheim, von, symont",,personne,0.0,1,1,8,0.188688,0.199677,0,9
aves_aa_4R_auth_1003,"hensel, andres",,personne,0.0,1,1,8,0.188688,0.199677,0,9
aves_aa_4R_auth_1004,"ehenheim, von, veltin",,personne,0.0,1,1,8,0.188688,0.199677,0,9
aves_aa_4R_auth_1005,"westermann, martin",,personne,0.0,1,1,8,0.188688,0.199677,0,9
aves_aa_4R_auth_1006,"dolde, lauwel",,personne,0.0,1,1,8,0.188688,0.199677,0,9
aves_aa_4R_auth_1007,"gingsheim, johanns, sankt-elisabeth gasse, auf",,personne,0.0,1,1,8,0.197693,0.209063,0,1
aves_aa_4R_auth_1008,"seelig, peter",,personne,0.0,1,1,8,0.197693,0.209063,0,1
aves_aa_4R_auth_1009,martzolff,,personne,0.0,1,1,8,0.197693,0.209063,0,1
aves_aa_4R_auth_1010,"neffe, johanns",,personne,0.0,1,1,8,0.197693,0.209063,0,1
aves_aa_4R_auth_1011,"sant, von, diebolt",,personne,0.0,1,1,8,0.193653,0.20341,0,0
aves_aa_4R_auth_1012,"molsheim, von, peter",,personne,0.0,1,1,8,0.193653,0.20341,0,0
aves_aa_4R_auth_1013,"bernhart, rad, zum",,personne,0.0,1,1,8,0.190992,0.201209,0,14
aves_aa_4R_auth_1014,"uttenheim, von, johanns",,personne,0.0,1,1,8,0.190992,0.201209,0,14
aves_aa_4R_auth_1015,"peter, krone, zur",,personne,0.0,1,1,8,0.190992,0.201209,0,14
aves_aa_4R_auth_1016,"worms, von, alhelm",,personne,0.0,1,1,8,0.190992,0.201209,0,14
aves_aa_4R_auth_1017,"kipkorn, johanns",,personne,0.0,1,1,8,0.190992,0.201209,0,14
aves_aa_4R_auth_1018,"eckendorf, heinrich",,personne,0.0,1,1,8,0.192877,0.204807,0,11
aves_aa_4R_auth_1019,"dürningen, von, heinrich",,personne,0.0,1,1,8,0.192877,0.204807,0,11
aves_aa_4R_auth_1020,"schrotbanck, ortlieb",,personne,0.0,1,1,8,0.192877,0.204807,0,11
aves_aa_4R_auth_1021,"lautern, von, johanns",,personne,0.0,1,1,8,0.192877,0.204807,0,11
aves_aa_4R_auth_1022,"mentz, von, kraft",,personne,0.0,1,1,8,0.192877,0.204807,0,11
aves_aa_4R_auth_1023,"sundgau, von, johanns",,personne,0.0,1,1,8,0.192877,0.204807,0,11
aves_aa_4R_auth_1024,"lembel, claus",,personne,0.0,1,1,8,0.194557,0.207056,0,1
aves_aa_4R_auth_1025,"ohmeter, götze",,personne,0.0,1,1,8,0.194557,0.207056,0,1
aves_aa_4R_auth_1026,"erstenberg, heinrich",,personne,0.0,1,1,8,0.194557,0.207056,0,1
aves_aa_4R_auth_1027,"glockengiesser, johanns",,personne,0.0,1,1,8,0.194557,0.207056,0,1
aves_aa_4R_auth_1028,"weisseisen, johanns",,personne,0.0,1,1,8,0.194557,0.207056,0,1
aves_aa_4R_auth_1029,"adam, peter",,personne,0.0,1,1,8,0.194557,0.207056,0,1
aves_aa_4R_auth_1030,"allewelt, johanns",,personne,0.0,1,1,8,0.194557,0.207056,0,1
aves_aa_4R_auth_1031,"ludwig, fischmarkt, am",,personne,0.0,1,1,8,0.194557,0.207056,0,1
aves_aa_4R_auth_1032,"stückgarter, bechtolt",,personne,0.0,1,1,8,0.194557,0.207056,0,1
